iter	Logloss
249	8.373848776e-05
250	8.353513854e-05
251	8.318428926e-05
252	8.303325327e-05
253	8.277232335e-05
254	8.22922131e-05
255	8.194514528e-05
256	8.132763849e-05
257	8.100766897e-05
258	8.06476304e-05
259	7.921227931e-05
260	7.904624175e-05
261	7.876776894e-05
262	7.862145477e-05
263	7.756596731e-05
264	7.737506004e-05
265	7.662819124e-05
266	7.61687401e-05
267	7.594363567e-05
268	7.547188313e-05
269	7.500493734e-05
270	7.467170726e-05
271	7.317281411e-05
272	7.302425933e-05
273	7.23312219e-05
274	7.181257351e-05
275	7.147032605e-05
276	7.124729821e-05
277	7.111617587e-05
278	7.096243659e-05
279	7.083396091e-05
280	7.066994215e-05
281	6.943799404e-05
282	6.903970549e-05
283	6.83427922e-05
284	6.807815664e-05
285	6.74139869e-05
286	6.729937338e-05
287	6.685831072e-05
288	6.668871283e-05
289	6.658491968e-05
290	6.630002074e-05
291	6.568579737e-05
292	6.554093068e-05
293	6.447364212e-05
294	6.431509581e-05
295	6.357171748e-05
296	6.347290082e-05
297	6.292629619e-05
298	6.226255064e-05
299	6.188759898e-05
300	6.183224392e-05
301	6.171778674e-05
302	6.151295399e-05
303	6.128235442e-05
304	6.03712761e-05
305	5.893468356e-05
306	5.764877663e-05
307	5.748697681e-05
308	5.722767408e-05
309	5.714999648e-05
310	5.703222122e-05
311	5.675397819e-05
312	5.616099022e-05
313	5.555179737e-05
314	5.511553361e-05
315	5.474586991e-05
316	5.338342178e-05
317	5.308530935e-05
318	5.277135e-05
319	5.245421269e-05
320	5.201539161e-05
321	5.130870717e-05
322	5.129635363e-05
323	5.0723738e-05
324	5.046210516e-05
325	5.03048003e-05
326	5.006597177e-05
327	4.976062421e-05
328	4.964080837e-05
329	4.922855314e-05
330	4.908976236e-05
331	4.88722371e-05
332	4.855036303e-05
333	4.80719929e-05

334	4.246857116e-05
335	4.232683306e-05
336	4.22684158e-05
337	4.218605833e-05
338	4.213321241e-05
339	4.20279685e-05
340	4.134850593e-05
341	4.134484824e-05
342	4.127953233e-05
343	4.113722309e-05
344	4.113728175e-05
345	4.104749262e-05
346	4.090461671e-05
347	4.083707269e-05
348	4.010793247e-05
349	3.967526888e-05
350	3.942592885e-05
351	3.935204536e-05
352	3.91443766e-05
353	3.909613273e-05
354	3.892437654e-05
355	3.885218509e-05
356	3.874676903e-05
357	3.871786992e-05
358	3.8654061e-05
359	3.856624477e-05
360	3.802825623e-05
361	3.795032027e-05
362	3.782015065e-05
363	3.782015065e-05
364	3.767708299e-05
365	3.758586069e-05
366	3.752186319e-05
367	3.72570582e-05
368	3.721655812e-05
369	3.70500697e-05
370	3.687938353e-05
371	3.678184892e-05
372	3.678116065e-05
373	3.671196557e-05
374	3.66039325e-05
375	3.660214921e-05
376	3.659390353e-05
377	3.659371322e-05
378	3.648315537e-05
379	3.634357685e-05
380	3.600636216e-05
381	3.574613441e-05
382	3.574568648e-05
383	3.569076789e-05
384	3.563064662e-05
385	3.552185389e-05
386	3.549983692e-05
387	3.530391914e-05
388	3.511652217e-05
389	3.485673844e-05
390	3.4856167e-05
391	3.481974527e-05
392	3.470863852e-05
393	3.466891263e-05
394	3.44655778e-05
395	3.440151458e-05
396	3.428197164e-05
85361871e-05
397	2.362731737e-05
398	2.35495208e-05
399	2.34816222e-05
400	2.343740159e-05
401	2.343713534e-05
402	2.337955939e-05
403	2.330767086e-05
404	2.324487292e-05
405	2.32160938e-05
406	2.314388122e-05
407	2.314393636e-05
408	2.290829961e-05
409	2.288375827e-05
410	2.280819994e-05
411	2.276516186e-05
412	2.271440778e-05
413	2.271354891e-05
414	2.264807068e-05
415	2.245382116e-05
416	2.234645473e-05
417	2.232142719e-05
418	2.23211841e-05
419	2.226580563e-05
420	2.214374699e-05
421	2.212385249e-05
422	2.193391957e-05
423	2.1884082e-05
424	2.188410848e-05
425	2.187829147e-05
426	2.182622104e-05
427	2.168081163e-05
428	2.16794855e-05
429	2.167022534e-05
430	2.158521329e-05
431	2.14926596e-05
432	2.143114408e-05
433	2.143091021e-05
434	2.137321658e-05
435	2.127653898e-05
436	2.124457745e-05
437	2.119190629e-05
438	2.114218359e-05
439	2.114212816e-05
440	2.108785983e-05
441	2.107856346e-05
442	2.107834342e-05
443	2.107794464e-05
444	2.102898809e-05
445	2.102902194e-05
446	2.087021418e-05
447	2.080414578e-05
448	2.069809248e-05
449	2.069767055e-05
450	2.069781908e-05
451	2.069669994e-05
452	2.069644811e-05
453	2.069632402e-05
454	2.069516289e-05
455	2.065243601e-05
456	2.062864691e-05
457	2.062530706e-05
458	2.062536523e-05
459	2.060760883e-05
460	2.05906752e-05
461	2.052503272e-05
462	2.052460628e-05
463	2.047828795e-05
464	2.036519352e-05
465	2.017463519e-05
466	2.017471083e-05
467	2.011809149e-05
468	2.009484645e-05
469	2.009487461e-05
470	1.997641253e-05
471	1.996206659e-05
472	1.996198909e-05
473	1.99093744e-05
474	1.990928503e-05
475	1.980097868e-05
476	1.975162863e-05
477	1.972976111e-05
478	1.968378034e-05
479	1.968405218e-05
480	1.958821459e-05
481	1.929504815e-05
482	1.929447113e-05
483	1.929398611e-05
484	1.929382169e-05
485	1.929372791e-05
486	1.929342183e-05
487	1.929342183e-05
488	1.929342183e-05
489	1.929342183e-05
490	1.929342183e-05
491	1.929342183e-05
492	1.929342183e-05
493	1.929342183e-05
494	1.929342183e-05
495	1.929342183e-05
496	1.929342183e-05
497	1.929342183e-05
498	1.929342183e-05
499	1.929342183e-05
500	1.929342183e-05
501	1.929342183e-05
502	1.929342183e-05
503	1.929342183e-05
504	1.929342183e-05
505	1.929342183e-05
506	1.929342183e-05
507	1.929342183e-05
508	1.929342183e-05
509	1.929342183e-05
510	1.929342183e-05
511	1.929342183e-05
512	1.929342183e-05
513	1.929340241e-05
514	1.929344793e-05
515	1.929344793e-05
516	1.929351415e-05
517	1.928511699e-05
518	1.923008386e-05
519	1.913602972e-05
520	1.910043427e-05
521	1.910010239e-05
522	1.909982604e-05
523	1.909943687e-05
524	1.900452781e-05
525	1.898931595e-05
526	1.897586963e-05
527	1.893717452e-05
528	1.893751758e-05
529	1.882640114e-05
530	1.882644078e-05
531	1.882614716e-05
532	1.882591387e-05
533	1.881584058e-05
534	1.88155813e-05
535	1.881555275e-05
536	1.881572462e-05
537	1.881568097e-05
538	1.881561475e-05
539	1.881554667e-05
540	1.881550292e-05
541	1.881551616e-05
542	1.88153283e-05
543	1.881466552e-05
544	1.881455546e-05
545	1.881460912e-05
546	1.881460912e-05
547	1.881460912e-05
548	1.881371689e-05
549	1.881372091e-05
550	1.881195961e-05
551	1.881185906e-05
552	1.881030553e-05
553	1.881005262e-05
554	1.881025923e-05
555	1.88102865e-05
556	1.881002064e-05
557	1.880983572e-05
558	1.880981032e-05
559	1.880981032e-05
560	1.880981032e-05
561	1.880981032e-05
562	1.880971839e-05
563	1.880820489e-05
564	1.880815722e-05
565	1.880794366e-05
566	1.880731012e-05
567	1.880693812e-05
568	1.880664941e-05
569	1.880533819e-05
570	1.880534565e-05
571	1.880491302e-05
572	1.880371275e-05
573	1.880400735e-05
574	1.880413321e-05
575	1.88036533e-05
576	1.880089196e-05
577	1.880083565e-05
578	1.88001408e-05
579	1.879907267e-05
580	1.879898526e-05
581	1.879892689e-05
582	1.879857952e-05
583	1.879854126e-05
584	1.879857196e-05
585	1.879855224e-05
586	1.879824509e-05
587	1.879830366e-05
588	1.879283884e-05
589	1.879246556e-05
590	1.879148082e-05
591	1.879150084e-05
592	1.879139371e-05
593	1.879136457e-05
594	1.879140009e-05
595	1.878210707e-05
596	1.878212356e-05
597	1.87821061e-05
598	1.878207206e-05
599	1.87809584e-05
600	1.868990293e-05
601	1.868153087e-05
602	1.868153715e-05
603	1.868147211e-05
604	1.868132201e-05
605	1.868103163e-05
606	1.868073566e-05
607	1.868051945e-05
608	1.868062294e-05
609	1.868019297e-05
610	1.868020297e-05
611	1.868020297e-05
612	1.868012116e-05
